Eleanor Caponigro,Laura Gilpin,Dorothea Lange,Gloria Vanderbilt,,,,,,,,,,,,,,,,,,,,,
Sophie Taeuber-Arp,,,,,,,,,,,,,,,,,,,,,,,,
Louisa Chase,Lois Lane,Judy Pfaff,,,,,,,,,,,,,,,,,,,,,,
Margia Kramer,,,,,,,,,,,,,,,,,,,,,,,,
Berenice Abbott,Linda Connor,Imogen Cunningham,Jan Groover,Florence Henri,Barbara Kasten,Tina Modotti,,,,,,,,,,,,,,,,,,
Jennifer Bartlett,Wendela Boreel,Martha Diamond,Rochelle Feinstein,Mary Frank,Sylvia Gosse,Susan Rothenberg,Olga Rozanova,Joan Snyder,Pat Steir,Lill Tschudi,June Wayne,,,,,,,,,,,,,
Margarita D'Amico,Anna Bella Geiger,Sandra Llano-Mejia,Lotty Rosenfeld,,,,,,,,,,,,,,,,,,,,,
Catalina Parra,,,,,,,,,,,,,,,,,,,,,,,,
Hermine Freed,Joan Jonas,Katherine Porter,Pat Steir,,,,,,,,,,,,,,,,,,,,,
Agnes Martin,Dorothea Rockburne,,,,,,,,,,,,,,,,,,,,,,,
Shirley Clarke,,,,,,,,,,,,,,,,,,,,,,,,
Jane Veeder,,,,,,,,,,,,,,,,,,,,,,,,
Lee Bontecou,Helen Frankenthaler,Grace Hartigan,Marisol (Marisol Escobar),,,,,,,,,,,,,,,,,,,,,
Max Almy,Laurie Anderson,Toni Basil,Trisha Brown,Shirley Clarke,Vera Frenkel,Joan Jonas,,,,,,,,,,,,,,,,,,
Liza Bear,Sherrie Rabinowitz,,,,,,,,,,,,,,,,,,,,,,,
Dara Birnbaum,,,,,,,,,,,,,,,,,,,,,,,,
Louise Bourgeois,,,,,,,,,,,,,,,,,,,,,,,,
Marina Abramovic,Barbara Hammann,Rebecca Horn,Friederike Pezold,Ulrike Rosenbach,,,,,,,,,,,,,,,,,,,,
Dorothea Rockburne,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Bartlett,Maria Bonomi,Louisa Chase,Worden Day,Martha Diamond,Vera Ermolaeva,Helen Frankenthaler,Kathe Kollwitz,Alice Trumbull Mason,Susan Rothenberg,Anne Ryan,Carol Summers,Lill Tschudi,,,,,,,,,,,,
Karen Ranucci,,,,,,,,,,,,,,,,,,,,,,,,
Lisette Model,,,,,,,,,,,,,,,,,,,,,,,,
Kathleen Agnoli,Tina Barney,Barbara Crane,Jan Groover,Nancy Hellebrand,Barbara Kasten,Esther Parada,Cindy Sherman,Kim Steele,JoAnn Verburg,,,,,,,,,,,,,,,
Lynn Adler,,,,,,,,,,,,,,,,,,,,,,,,
Ardele Lister,Anne Ramsden,Ilene Segalove,,,,,,,,,,,,,,,,,,,,,,
Jennifer Bartlett,Jackie Ferrara,Lois Lane,Agnes Martin,Elizabeth Murray,Katherine Porter,Joanna Pousette-Dart,Pat Steir,,,,,,,,,,,,,,,,,
Charmion von Wiegand,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Bartlett,Louisa Chase,Elizabeth Murray,,,,,,,,,,,,,,,,,,,,,,
Marina Abramovic,Max Almy,Dana Atchley,Joelle de la Casiniere,Vera Frenkel,Mary Lucier,Lisa Steele,Jane Veeder,,,,,,,,,,,,,,,,,
Max Almy,Eleanor Antin,Dara Birnbaum,Barbara Buckner,Joan Jonas,Shigeko Kubota,Joan Logue,Martha Rosler,Keiko Tsuno,Steina Vesulka,,,,,,,,,,,,,,,
Alexandra Exter,Helen Frankenthaler,Georgia O'Keeffe,,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,Hannah Hoch,Joan Mitchell,Jackie Winsor,,,,,,,,,,,,,,,,,,,,,
Alexandra Exter,Helen Frankenthaler,Georgia O'Keeffe,Dorothea Rockburne,,,,,,,,,,,,,,,,,,,,,
Genevieve Asse,Jane Dickson,Helen Frankenthaler,Bridget Riley,Susan Rothenberg,,,,,,,,,,,,,,,,,,,,
Magdalena Abakanowicz,Alice Adams,Ida Applebroog,Elizabeth Butterworth,Miriam Cahn,Louisa Chase,Yvonne Jacquette,Elizabeth Murray,Judy Pfaff,Katherine Porter,Susan Rothenberg,Alexis Smith,,,,,,,,,,,,,
Marina Abramovic,Max Almy,Laurie Anderson,Ros Barron,Nancy Buchanan,Elsa Cayo,Cecelia Condit,Joelle de la Casiniere,Madelon Hooykaas,Mako Idemitsu,Sanja Ivekovic,Danielle Jaeggi,Naoko Karotsuka,Branda Miller,Ulrike Rosenbach,Elsa Stansfield,Lisa Steele,Claudia Von Alemann,,,,,,,
Lee Krasner,,,,,,,,,,,,,,,,,,,,,,,,
Jo Ann Callis,Patricia Jon Carroll,Jan Groover,Sandra Haber,Lorie Novak,Cindy Sherman,Anne Turyn,Jo Ann Walters,,,,,,,,,,,,,,,,,
Julie Gustafson,,,,,,,,,,,,,,,,,,,,,,,,
Aino Aalto,,,,,,,,,,,,,,,,,,,,,,,,
Julia Margaret Cameron,,,,,,,,,,,,,,,,,,,,,,,,
Simone Forti,Joan Jonas,Linda Montano,Rita Myers,Ulrike Rosenbach,,,,,,,,,,,,,,,,,,,,
Nancy Holt,Joan Jonas,Shigeko Kubota,Yoko Maruyama,Susan Raymond,Keiko Tsuno,Steina Vesulka,,,,,,,,,,,,,,,,,,
Hanne Darboven,Agnes Martin,Elizabeth Murray,Katherine Porter,Dorothea Rockburne,,,,,,,,,,,,,,,,,,,,
Lee Krasner,,,,,,,,,,,,,,,,,,,,,,,,
Nancy Buchanan,Sara Diamond,Mickey McGowan,Branda Miller,Ilene Segalove,,,,,,,,,,,,,,,,,,,,
Louise Bourgeois,Chryssa,Eva Hesse,Agnes Martin,Pat Steir,Joan Witek,,,,,,,,,,,,,,,,,,,
Lynn Adler,Deanna Kamiel,Michelle Parkerson,,,,,,,,,,,,,,,,,,,,,,
Agnes Martin,,,,,,,,,,,,,,,,,,,,,,,,
Kathe Kollwitz,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Hoch,,,,,,,,,,,,,,,,,,,,,,,,
Nancy Graves,Susan Rothenberg,Pat Steir,,,,,,,,,,,,,,,,,,,,,,
Nan Hoover,Joan Jonas,Pat Steir,,,,,,,,,,,,,,,,,,,,,,
Nan Hoover,Joan Jonas,,,,,,,,,,,,,,,,,,,,,,,
Judith Joy Ross,,,,,,,,,,,,,,,,,,,,,,,,
Laurie Anderson,Beth B,Joan Logue,,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,Grace Hartigan,Susan Rothenberg,,,,,,,,,,,,,,,,,,,,,,
Jennifer Bartlett,Lynda Benglis,Nancy Hellebrand,Susan Rothenberg,Joan Snyder,,,,,,,,,,,,,,,,,,,,
Sonia Delaunay-Terk,Alexandra Exter,Natalia Goncharova,Gertrude Greene,Agnes Martin,Mary Martin,Marlow Moss,Lyubov Popova,Bridget Riley,Olga Rozanova,Varvara Stepanova,Sophie Taeuber-Arp,Nadezhda Udal'tsova,Charmion von Wiegand,,,,,,,,,,,
Berenice Abbott,Ilse Bing,Imogen Cunningham,Nan Goldin,Sandra Semchuk,Cindy Sherman,Carol Block Taback,Wanda Wulz,,,,,,,,,,,,,,,,,
Lynda Benglis,Howardena Pindell,,,,,,,,,,,,,,,,,,,,,,,
Rosemarie Castoro,Chryssa,Helen Frankenthaler,Marisol (Marisol Escobar),Agnes Martin,Dorothea Rockburne,,,,,,,,,,,,,,,,,,,
Yvonne Jacquette,Lois Lane,Elizabeth Murray,Katherine Porter,Susan Rothenberg,,,,,,,,,,,,,,,,,,,,
Julia Margaret Cameron,Dorothea Lange,Lisette Model,,,,,,,,,,,,,,,,,,,,,,
Ida Applebroog,Peggy Bacon,Louise Bourgeois,Dorothy Dehner,Mabel Dwight,Nancy Graves,Louise Nevelson,Carolina Nitsch,Anne Ryan,Pat Steir,,,,,,,,,,,,,,,
Mako Idemitsu,Kumiko Kushiyama,Emi Segawa,Ayumi Shino,Naoko Tosa,,,,,,,,,,,,,,,,,,,,
Ida Applebroog,Peggy Bacon,Nancy Graves,Louise Nevelson,Meret Oppenheim,Pat Steir,Marguerite Zorach,,,,,,,,,,,,,,,,,,
Magdalena Abakanowicz,Hilla Becher,Helen Frankenthaler,Eva Hesse,Agnes Martin,Jackie Winsor,,,,,,,,,,,,,,,,,,,
Diane Arbus,Tina Barney,Jan Groover,Helen Levitt,Wendy MacNeil,Judith Joy Ross,Cindy Sherman,,,,,,,,,,,,,,,,,,
Eva Hesse,,,,,,,,,,,,,,,,,,,,,,,,
Judith Barry,,,,,,,,,,,,,,,,,,,,,,,,
Mary Cassatt,Natalia Goncharova,Anne Ryan,Suzanne Valadon,,,,,,,,,,,,,,,,,,,,,
Diane Arbus,Tina Barney,Jan Groover,Helen Levitt,Wendy MacNeil,Judith Joy Ross,Cindy Sherman,,,,,,,,,,,,,,,,,,
Rosalind Fox Solomon,,,,,,,,,,,,,,,,,,,,,,,,
Marisol (Marisol Escobar),Nancy Spero,,,,,,,,,,,,,,,,,,,,,,,
Mary E. Frey,,,,,,,,,,,,,,,,,,,,,,,,
Alice Aycock,Jo Baer,Jennifer Bartlett,Lynda Benglis,Yvonne Jacquette,Barbara Kruger,Lois Lane,Louise Nevelson,Katherine Porter,Susan Rothenberg,Joan Snyder,Pat Steir,,,,,,,,,,,,,
Laurie Anderson,Lyn Blumenthal,Deanna Kamiel,Carole Klonarides,Mary McFerran,Daniele Nyst,,,,,,,,,,,,,,,,,,,
Susan Rothenberg,,,,,,,,,,,,,,,,,,,,,,,,
Miriam Cahn,Helen Frankenthaler,Jill Moser,Lyubov Popova,Katherine Porter,Susan Rothenberg,Olga Rozanova,Sophie Taeuber-Arp,,,,,,,,,,,,,,,,,
Jan Groover,,,,,,,,,,,,,,,,,,,,,,,,
Magdalena Jetelova,,,,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,Jackie Winsor,,,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,Susan Rothenberg,,,,,,,,,,,,,,,,,,,,,,,
Deborah Fleming Caffery,Nancy Hellebrand,Colleen Frances Kenyon,Christine Osinski,Judith Joy Ross,Sheron Rupp,America Sanchez,JoAnn Verburg,,,,,,,,,,,,,,,,,
Camille Bryen,Natalia Goncharova,Marie-Laure de Noailles,,,,,,,,,,,,,,,,,,,,,,
Marina Abramovic,Dara Birnbaum,Vanalyne Green,Joan Jonas,Ardele Lister,Susan Raymond,Ulrike Rosenbach,Lisa Steele,Steina Vesulka,,,,,,,,,,,,,,,,
Eva Hesse,Yvonne Jacquette,Lois Lane,Agnes Martin,Susan Rothenberg,Joan Snyder,,,,,,,,,,,,,,,,,,,
Louise Bourgeois,Leonora Carrington,Dalla Husband,Dorothea Tanning,,,,,,,,,,,,,,,,,,,,,
Louise Lawler,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Norfleet,,,,,,,,,,,,,,,,,,,,,,,,
Alexandra Exter,Hannah Hoch,Erika Giovanna Klien,Jeanne Mammen,Lyubov Popova,Olga Rozanova,,,,,,,,,,,,,,,,,,,
Eva Hesse,Barbara Kruger,Annette Lemieux,Agnes Martin,Judy Pfaff,Susan Rothenberg,Jackie Winsor,,,,,,,,,,,,,,,,,,
Elaine de Kooning,Helen Frankenthaler,Yvonne Jacquette,Joan Jonas,Judy Pfaff,Pat Steir,,,,,,,,,,,,,,,,,,,
Louise Bourgeois,,,,,,,,,,,,,,,,,,,,,,,,
Magdalena Abakanowicz,Eva Hesse,Barbara Kruger,Annette Lemieux,Agnes Martin,Judy Pfaff,Susan Rothenberg,Pat Steir,Jackie Winsor,,,,,,,,,,,,,,,,
Gertrude Kaseebier,Rogi Andre (Rozsa Klein),,,,,,,,,,,,,,,,,,,,,,,
Emma Amos,Ida Applebroog,Louise Bourgeois,Elizabeth Catlett,Judy Chicago,Eva Cockcroft,Sue Coe,Jane Dickson,Mary Beth Edelson,Mary Frank,Jenny Holzer,Rebecca Howland,Margia Kramer,Barbara Kruger,Marisol (Marisol Escobar),Yong Soon Min,Adrian Piper,Faith Ringgold,Martha Rosler,Miriam Schapiro,Mimi Smith,Nancy Spero,May Stevens,,
Rosemarie Trockel,,,,,,,,,,,,,,,,,,,,,,,,
Anna Blume,Miriam Cahn,Rebecca Horn,Joan Nelson,,,,,,,,,,,,,,,,,,,,,
Jennifer Bartlett,Joan Nelson,Susan Rothenberg,Kiki Smith,,,,,,,,,,,,,,,,,,,,,
Lee Conklin,Christa Ehrlich,April Greiman,Elena Serrano,,,,,,,,,,,,,,,,,,,,,
Lyubov Popova,Nadezhda Udal'tsova,,,,,,,,,,,,,,,,,,,,,,,
Sara Diamond,Anne Ramsden,Jeanette Reinhardt,,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,,,,,,,,,,,,,,,,,,,,,,,,
Hannah Hoch,Elizabeth Murray,Lyubov Popova,Dorothea Rockburne,Olga Rozanova,,,,,,,,,,,,,,,,,,,,
Sonia Delaunay-Terk,Helen Frankenthaler,Ljuba Kozintzeva-Ehrenburg,Agnes Martin,Alice Trumbull Mason,Joan Mitchell,Bridget Riley,Pat Steir,Sophie Taeuber-Arp,,,,,,,,,,,,,,,,
Cara DeVito,Julie Gustafson,Susan Milano,Michelle Parkerson,Susan Raymond,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,Hannah Hoch,,,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,Kathe Kollwitz,Susan Rothenberg,Nancy Spero,,,,,,,,,,,,,,,,,,,,,
Marina Abramovic,Laurie Anderson,Dara Birnbaum,Shirley Clarke,Joelle de la Casiniere,Mako Idemitsu,Sanja Ivekovic,Joan Jonas,Shigeko Kubota,Joan Logue,Mary Lucier,Branda Miller,Daniele Nyst,Martha Rosler,Ilene Segalove,,,,,,,,,,
Anna Blume,,,,,,,,,,,,,,,,,,,,,,,,
Helen Frankenthaler,,,,,,,,,,,,,,,,,,,,,,,,
Magdalena Abakanowicz,Ree Morton,Elizabeth Murray,Pat Steir,,,,,,,,,,,,,,,,,,,,,
Jo Ann Callis,,,,,,,,,,,,,,,,,,,,,,,,
Elizabeth Diller,,,,,,,,,,,,,,,,,,,,,,,,
Sonia Delaunay-Terk,Vera Ermolaeva,Alexandra Exter,Natalia Goncharova,Lyubov Popova,Sophie Taeuber-Arp,,,,,,,,,,,,,,,,,,,
Marie Laurencin,,,,,,,,,,,,,,,,,,,,,,,,
Barbara Bloom,Barbara Kruger,Sherrie Levine,Howardena Pindell,Susana Solano,,,,,,,,,,,,,,,,,,,,
Julie Zando,,,,,,,,,,,,,,,,,,,,,,,,
Dara Birnbaum,Carole Klonarides,,,,,,,,,,,,,,,,,,,,,,,
Miriam Cahn,Elizabeth Murray,Ellen Phelan,Susan Rothenberg,Rosemarie Trockel,,,,,,,,,,,,,,,,,,,,
Hanne Darboven,,,,,,,,,,,,,,,,,,,,,,,,
